Dimer Name,Family Name,ED(MP),ED(MPrc),ED(NMP),ED(NMPrc),mmd
ALX4_EOMES,Homeo_Tbox,0.432026052242909,0.432678062866789,0.36408744328236997,0.36355141244469,0.5441734049221998
ALX4_TBX21,Homeo_Tbox,0.33680157523834897,0.321577272886581,0.293411500555493,0.29363596228056,0.5604805886382761
ALX4_TBX21_2,Homeo_Tbox,0.412601559152961,0.305856768610304,0.392314677744932,0.256245018238741,0.5384477698919465
HOXA3_EOMES,Homeo_Tbox,0.452627297403424,0.323981472860413,0.41672098306935995,0.269649255926334,0.18933902550647527
HOXB13_EOMES,Homeo_Tbox,0.34817649196259604,0.36664146891168,0.29841492642320505,0.328570385435485,0.45346768235540713
HOXB13_EOMES_2,Homeo_Tbox,0.333892135645282,0.36595473857324295,0.333892135645282,0.36595473857324295,0.4953033556712637
HOXB13_TBX21,Homeo_Tbox,0.44935948998218894,0.328274945498265,0.45913657864244395,0.330846062628366,0.5721145666996325
HOXB13_TBX21_2,Homeo_Tbox,0.461891766939896,0.31547132078712,0.458424318922546,0.267651130851506,0.62712749550796
HOXB13_TBX21_3,Homeo_Tbox,0.262351924041292,0.447195094790274,0.257416285427507,0.449119970893786,0.26142568408211486
HOXB13_TBX3,Homeo_Tbox,0.262121009329524,0.417688681570564,0.289806849954515,0.42348360951547104,0.3031323685792295
HOXB13_TBX3_2,Homeo_Tbox,0.303673709702868,0.4676970739965589,0.279021153085926,0.422532924648697,0.2625545253536117
HOXB2_EOMES,Homeo_Tbox,0.37829169828393,0.35881408599556697,0.40347219475866,0.376280740000396,0.5798225563476579
HOXB2_EOMES_2,Homeo_Tbox,0.126804446923489,0.40934543339879403,0.0919024732169063,0.3883762583306021,0.17831316450318488
HOXB2_TBX3,Homeo_Tbox,0.10661590746330801,0.44530736700814394,0.141859962059044,0.399292542029751,0.32275891872204027
HOXC10_EOMES,Homeo_Tbox,0.242622433357809,0.28114385190393204,0.200261577537032,0.30815197127377303,0.5094197941926785
HOXC10_TBX21,Homeo_Tbox,0.44059733281714497,0.554044103305264,0.39316715009961606,0.478977032072295,0.5416385851802126
HOXD12_EOMES,Homeo_Tbox,0.181489986429881,0.4373551376797511,0.18114475083408701,0.39146867275297703,0.49257352857280406
HOXD12_EOMES_2,Homeo_Tbox,0.379386290188739,0.34248150423849394,0.34086378892747,0.334012617303199,0.4576301448805257
HOXD12_EOMES_3,Homeo_Tbox,0.237396297438659,0.46696980902694607,0.218968686888126,0.42066681313398496,0.24390599726685988
HOXD12_TBX21,Homeo_Tbox,0.42830959256901896,0.418360232926014,0.39606405975693204,0.417828279195134,0.6409012647065772
HOXD12_TBX21_2,Homeo_Tbox,0.170030964965174,0.372109689338606,0.133241613592251,0.290111979556037,0.36029804506970997
HOXD12_TBX21_3,Homeo_Tbox,0.32798611117392,0.439134105676668,0.28369784895164096,0.428617937068716,0.3559156179920394
PITX1_EOMES,Homeo_Tbox,0.430695374784655,0.400123137682041,0.38236385648749105,0.36597259096907103,0.629462369596447
PITX1_EOMES_2,Homeo_Tbox,0.309564152921839,0.47730005900235495,0.273457384722964,0.4237661340679221,0.2720465773032636
PITX1_TBX21,Homeo_Tbox,0.320904862779786,0.48665916028244505,0.33183239915900603,0.47614435866962895,0.34779109396399277
ARNTL_BHLHA15,bHLH_bHLH,0.397961312269466,0.367987178583196,0.417589002440269,0.368375194224269,0.49084849378531337
CLOCK_BHLHA15,bHLH_bHLH,0.285170768603771,0.23735368223178,0.292870432853692,0.240544214173773,0.36797850228423334
CLOCK_FIGLA,bHLH_bHLH,0.23924184843016102,0.271794698249191,0.249267699915673,0.27603889783247,0.24440886893268446
CLOCK_FIGLA_2,bHLH_bHLH,0.24042931649460397,0.27028245813109497,0.24707882561151798,0.26805545888918997,0.27555114322637925
CLOCK_NHLH1,bHLH_bHLH,0.322886676285578,0.259277789620975,0.33423869341561196,0.253783929966998,0.419285432982027
CLOCK_NHLH1_2,bHLH_bHLH,0.34240267634657107,0.27030127549792005,0.355957244540925,0.255032308713062,0.40161786218483647
TFAP4_MAX,bHLH_bHLH,0.242683214330026,0.33161373475852,0.24575667101985,0.336884057178021,0.3431244933059487
TFAP4_MAX_2,bHLH_bHLH,0.299821683797474,0.331814212579527,0.305235095883823,0.340173223969561,0.19875864189074188
ARNTL_PITX1,bHLH_Homeo,0.31638993425598105,0.527410720841459,0.28546444627499,0.513531204216106,0.2899830355835662
ARNTL_PITX1_2,bHLH_Homeo,0.499028990741831,0.24595842869207601,0.476928899690263,0.21568050652082196,0.715816864283213
CLOCK_EVX1,bHLH_Homeo,0.251441464247197,0.43412596226045297,0.25230994462972195,0.403283898372561,0.5690193131313315
CLOCK_EVX1_2,bHLH_Homeo,0.46888198760470895,0.340723571329223,0.468486931401609,0.34124624362307204,0.3015320594613171
CLOCK_EVX1_3,bHLH_Homeo,0.356028533942564,0.30319876070320695,0.37814408826512297,0.293235883195763,0.2256193017883722
CLOCK_EVX1_4,bHLH_Homeo,0.39548698047888503,0.24176955322312102,0.36164243748408503,0.231369931969503,0.22606754570672094
TEAD4_HOXA13,bHLH_Homeo,0.424244494028417,0.21292932063384398,0.41817314631042396,0.216385252366716,0.7710077327463748
TEAD4_HOXA13_2,bHLH_Homeo,0.391696335113234,0.455780410025736,0.37697035588632105,0.428841602913815,0.6537078836823585
TEAD4_HOXA13_3,bHLH_Homeo,0.274521557493799,0.41593378084722205,0.262015663494273,0.38537218100288206,0.4499878898972555
TEAD4_HOXA13_4,bHLH_Homeo,0.23900928874438898,0.38935678673219004,0.24610047621254197,0.37802187985307,0.1942868834232782
TFAP4_DLX3,bHLH_Homeo,0.263349085703804,0.442911697745095,0.255811011380695,0.40842565009370796,0.22549677282349395
TFAP4_DLX3_2,bHLH_Homeo,0.411167881915479,0.23461498687424698,0.400351592061711,0.226726131167742,0.6175486551141605
ATF4_CEBPB,bZIP_bZIP,0.0678154859426621,0.452957456870457,0.0775982162818172,0.45395943080383294,0.2833409609463842
ATF4_CEBPD,bZIP_bZIP,0.31749298345709304,0.46142900173326895,0.243324035931878,0.429420692844711,0.4572668712179982
ATF4_TEF,bZIP_bZIP,0.17002665213617701,0.44865679111106394,0.19327782161736998,0.46008864172163894,0.38683909037326863
CEBPG_ATF4,bZIP_bZIP,0.25867234031986,0.4931517880163401,0.220630729687429,0.495368244631274,0.36626034553050296
CEBPG_CREB3L1,bZIP_bZIP,0.496357772690866,0.47444153723561705,0.47933042183915997,0.48614111307968394,0.37919314173475444
CUX1_HOXA13,HomeoCUT_Homeo,0.46864185454097496,0.33474995013999603,0.436887678979791,0.32393532090663596,0.6373974414579566
CUX1_HOXA13_2,HomeoCUT_Homeo,0.332056679067661,0.506917566274435,0.31471251878706397,0.49806223543049,0.2631292333220144
CUX1_HOXB13,HomeoCUT_Homeo,0.48280594077050604,0.366621817832704,0.476821003517735,0.332854565652752,0.6179976266532876
CUX1_PITX1,HomeoCUT_Homeo,0.47446409478656704,0.36626073655106395,0.430116629729834,0.36728029188576794,0.5920954260888237
E2F1_EOMES,E2F_Tbox,0.336364520655719,0.23806107228483603,0.339326583555595,0.25107462398575603,0.5637473626470583
