Dimer Name,Family Name,ED(MP),ED(MPrc),ED(NMP),ED(NMPrc),motif_distance,deepSyn_motif_distance,diff_distance,family_name
GCM1_CEBPB_3,GCM_bZIP,0.0830530934619192,0.43917833576313003,0.0932149869089193,0.441291745625678,0.11859201778112717,0.07924314045929973,0.0396000090295094,GCM_bZIP
GCM2_TEF,GCM_bZIP,0.14234243156560594,0.44444085111272497,0.131460336961298,0.4483972830482589,0.19658782286046436,0.14490690195511774,0.052391642836958574,GCM_bZIP
GCM1_ELK1,GCM_ETS,0.298287620813402,0.40224660668685497,0.256671762919816,0.36166821603400295,0.4218423987881312,0.4070767691385166,0.01476562964961464,GCM_ETS
GCM1_ELK1_2,GCM_ETS,0.13622696745441698,0.374480610710831,0.143372017113058,0.32986413787408697,0.2350810994383073,0.1041126576713968,0.2429012159052553,GCM_ETS
GCM1_ELK1_3,GCM_ETS,0.112444551339254,0.37487093375022396,0.16947122808639198,0.34470434121192,0.331866176938167,0.08936791576309809,0.33423465107451283,GCM_ETS
GCM1_ELK3,GCM_ETS,0.235467449496059,0.267756492493047,0.27013503372021,0.24907394146786202,0.33300126061287927,0.2200924866153323,0.11290877399754698,GCM_ETS
GCM1_ELK3_2,GCM_ETS,0.13825905210122,0.395062912515815,0.200597236708653,0.3419457845740139,0.31419411577203826,0.1125648724040172,0.22751788176913285,GCM_ETS
GCM1_ETV1,GCM_ETS,0.136953665187415,0.38470407887818797,0.19763573396388395,0.323479524001505,0.1936817306858207,0.15585851503998016,0.03782321564584053,GCM_ETS
GCM1_ETV4,GCM_ETS,0.115520030008315,0.416769606179656,0.1880053052599321,0.329705286391349,0.1637926512136216,0.13924082072928587,0.023935578895353214,GCM_ETS
GCM1_ETV7,GCM_ETS,0.24911377791885397,0.341951270438598,0.25238196156563897,0.324647279398117,0.45555927152665543,0.20324548691166894,0.16157703767923862,GCM_ETS
GCM1_ETV7_2,GCM_ETS,0.33753045242498,0.4158912808883739,0.291533397620318,0.35316792820965404,0.48436885356872456,0.2075710375873855,0.2216007930232584,GCM_ETS
GCM1_SPDEF,GCM_ETS,0.23089213897617,0.36432394759440295,0.23543565410015602,0.345972801625577,0.8249958870370724,0.22457950669452106,0.1854395036686433,GCM_ETS
GCM1_SPDEF_2,GCM_ETS,0.24893865458713396,0.35805432090359496,0.24695465261893998,0.33572151213870005,0.5776679116064456,0.2569200439946399,0.11822846612835848,GCM_ETS
GCM1_SPDEF_3,GCM_ETS,0.29426956485773303,0.38104914095118203,0.228659445734134,0.33354969795696,0.44482300319744605,0.2774310711239797,0.09337742550828954,GCM_ETS
GCM1_SPDEF_4,GCM_ETS,0.283472597913511,0.321698992412007,0.264649337999392,0.326296735509156,0.45377810372251437,0.2523348020090853,0.15687907324879394,GCM_ETS
GCM1_SPDEF_5,GCM_ETS,0.27092710537240194,0.33144640095927197,0.255626766362547,0.33334353598412103,0.5413082943363948,0.2373119474296823,0.15870584455246334,GCM_ETS
GCM2_ELK1,GCM_ETS,0.112573608232108,0.390807444445424,0.141761944047585,0.31653509288729703,0.15920312349782623,0.11969569628077598,0.03950742721705031,GCM_ETS
GCM1_FIGLA,GCM_bHLH,0.12300887244265199,0.41502012538803895,0.10476748390044804,0.4115650695654711,0.1698269967127932,0.10019334022279766,0.07213851330487636,GCM_bHLH
GCM1_FIGLA_10,GCM_bHLH,0.0770761763471912,0.366461978775034,0.0770761763471912,0.366461978775034,0.3025188527615393,0.09940966655484264,0.2944342275408058,GCM_bHLH
GCM1_FIGLA_2,GCM_bHLH,0.0528026763569463,0.336256030422154,0.0528026763569463,0.336256030422154,0.2721912172947944,0.08567427755214461,0.2583881839850263,GCM_bHLH
GCM1_FIGLA_3,GCM_bHLH,0.0768172007284641,0.346478858553192,0.0576206733680422,0.32965112610518604,0.26301024395639777,0.07875543537138299,0.23768342074682386,GCM_bHLH
GCM1_FIGLA_4,GCM_bHLH,0.0598071043032361,0.348827593409146,0.0640318153348972,0.355314765192815,0.28182460992455305,0.06284306012157402,0.31331758747437505,GCM_bHLH
GCM1_FIGLA_5,GCM_bHLH,0.0652181135183829,0.37459535605030797,0.0688968457192871,0.372816353171171,0.18757693074957785,0.0829598941680544,0.2236122082858067,GCM_bHLH
GCM1_FIGLA_6,GCM_bHLH,0.133631702805395,0.39442375157566795,0.155190082666574,0.361698235458382,0.25808684979595353,0.1426658799046666,0.2644638699752032,GCM_bHLH
GCM1_FIGLA_7,GCM_bHLH,0.10560309219513,0.33564211286192996,0.12412829576341301,0.347868796430576,0.3366377716345041,0.14807190635940648,0.2726774893224689,GCM_bHLH
GCM1_FIGLA_8,GCM_bHLH,0.10180453519489,0.342578862523213,0.103602501260709,0.34996087189776504,0.3090187129462946,0.1208624245092232,0.298474658623662,GCM_bHLH
GCM1_FIGLA_9,GCM_bHLH,0.0771660788119035,0.34293227001734194,0.0887892350367308,0.338493784454094,0.30705985041826767,0.09015495867780393,0.31426171854780194,GCM_bHLH
GCM1_MAX,GCM_bHLH,0.10393614797233501,0.361750346795225,0.116023457062302,0.341649541265024,0.14698791023619953,0.0967018868176784,0.05028602341852114,GCM_bHLH
GCM1_MAX_2,GCM_bHLH,0.120295167863327,0.319022431507109,0.13784586759978798,0.31294330106269,0.31521040747259466,0.14920058820565854,0.2338036101088272,GCM_bHLH
GCM1_MAX_3,GCM_bHLH,0.155019023949319,0.356872331981877,0.155019023949319,0.356872331981877,0.33277825299584873,0.0920855403118235,0.31761095713939924,GCM_bHLH
GCM1_MAX_4,GCM_bHLH,0.15153688621766598,0.36240349047512704,0.10703799447646101,0.34927360189542195,0.21430551970561326,0.09744636795738687,0.11685915174822638,GCM_bHLH
GCM1_MAX_5,GCM_bHLH,0.10265774163309101,0.321161877225742,0.10555235067254501,0.317592689741007,0.20329265528213764,0.11801286036284013,0.2529081384926284,GCM_bHLH
GCM1_MAX_6,GCM_bHLH,0.243070663779037,0.313609898572992,0.21944355285998896,0.32363106072618203,0.4573112912078082,0.10407679407168298,0.2431888306522853,GCM_bHLH
