name1,name2,nameOut,case,isRC,loc1,loc2,quality1,quality2,quality,overlapLen
TEAD4,CLOCK,TEAD4_CLOCK_4,2,1,12,-1,0.172686345162833,0.121820481488747,0.29450682665158,-3
TEAD4,DLX2,TEAD4_DLX2,1,0,-1,9,0.206709090410234,0.0786255408375439,0.285334631247778,0
TEAD4,DLX2,TEAD4_DLX2_2,1,0,-1,10,0.154844312037736,0.158552975769029,0.313397287806765,-1
TEAD4,DLX2,TEAD4_DLX2_3,4,0,-1,10,0.236742228220428,0.105150642210108,0.34189287043053607,-1
TEAD4,DLX2,TEAD4_DLX2_4,2,1,5,-1,0.30781600879228804,0.165505321070358,0.473321329862646,2
TEAD4,DLX2,TEAD4_DLX2_5,4,0,0,11,0.136384011696565,0.13096733945026598,0.267351351146831,-1
TEAD4,DLX2,TEAD4_DLX2_6,1,0,0,10,0.152859182081936,0.10682319135171199,0.25968237343364897,0
TEAD4,DLX3,TEAD4_DLX3,1,0,-1,9,0.149483220351049,0.13216888157536502,0.281652101926414,0
TEAD4,DLX3,TEAD4_DLX3_2,4,0,-1,10,0.16757988795613502,0.16719611536990397,0.334776003326039,-1
TEAD4,DLX3,TEAD4_DLX3_3,4,0,-1,10,0.137677899675535,0.24301875021479302,0.3806966498903289,-1
TEAD4,DLX3,TEAD4_DLX3_4,1,0,-1,9,0.15046009809896202,0.110478691324667,0.260938789423629,0
TEAD4,DRGX,TEAD4_DRGX,2,1,5,-6,0.33080564281803304,0.154742580009111,0.485548222827144,2
TEAD4,DRGX,TEAD4_DRGX_2,2,1,5,-6,0.22586326757423103,0.19347961156482196,0.419342879139054,2
TEAD4,ELF1,TEAD4_ELF1,3,1,6,0,0.35352367971718796,0.285316401952602,0.6388400816697901,6
TEAD4,ELF1,TEAD4_ELF1_2,3,1,6,0,0.328027586911435,0.28040620934808397,0.608433796259519,6
TEAD4,ELK1,TEAD4_ELK1,4,1,-1,8,0.38725873830857394,0.25830247926461497,0.645561217573189,1
TEAD4,ELK1,TEAD4_ELK1_2,3,1,6,0,0.321682146954428,0.268669766443399,0.590351913397827,4
TEAD4,ELK1,TEAD4_ELK1_3,1,0,-1,4,0.368266065422844,0.197919518484912,0.5661855839077571,5
TEAD4,ELK1,TEAD4_ELK1_4,3,1,6,0,0.321882166960456,0.304429167945519,0.6263113349059749,4
TEAD4,ELK3,TEAD4_ELK3,2,0,12,0,0.17860341780206798,0.0934060960101851,0.272009513812253,-2
TEAD4,EOMES,TEAD4_EOMES,4,0,5,11,0.19801040924222196,0.380074385810711,0.578084795052933,4
TEAD4,EOMES,TEAD4_EOMES_2,3,1,3,-4,0.23298333442282199,0.383545061579143,0.616528396001965,6
TEAD4,EOMES,TEAD4_EOMES_3,2,0,6,-1,0.23119815887213602,0.43713606409476,0.668334222966896,6
TEAD4,EOMES,TEAD4_EOMES_4,2,0,6,-1,0.172403243061448,0.46362521187274003,0.636028454934188,6
TEAD4,EOMES,TEAD4_EOMES_5,3,1,8,-4,0.18000314908254697,0.280371442153294,0.460374591235841,1
TEAD4,EOMES,TEAD4_EOMES_6,4,1,0,9,0.18597721301335898,0.31295919624604696,0.498936409259406,1
TEAD4,ERG,TEAD4_ERG,2,0,4,0,0.475311746912236,0.18270750305276398,0.658019249965,6
TEAD4,ERG,TEAD4_ERG_2,2,0,13,0,0.20736377777344897,0.125001264121908,0.332365041895357,-3
TEAD4,ERG,TEAD4_ERG_3,2,0,4,0,0.479182714765568,0.20653213739935397,0.685714852164922,6
TEAD4,ESRRB,TEAD4_ESRRB,1,0,-1,10,0.21693144568950304,0.235270890146068,0.45220233583557107,-1
TEAD4,ESRRB,TEAD4_ESRRB_2,1,0,-1,9,0.20638267618307102,0.23477782235247302,0.44116049853554395,0
TEAD4,ETV1,TEAD4_ETV1,2,0,4,0,0.49615939557061894,0.21379681991199698,0.7099562154826149,6
TEAD4,ETV4,TEAD4_ETV4,2,0,4,0,0.457241708481926,0.258812641528872,0.716054350010798,6
TEAD4,ETV7,TEAD4_ETV7,2,1,12,-3,0.32449089109187296,0.23481390427703303,0.559304795368906,-4
TEAD4,FIGLA,TEAD4_FIGLA,3,1,6,-2,0.13057318716952498,0.216688222048005,0.34726140921753,2
TEAD4,FIGLA,TEAD4_FIGLA_2,2,1,6,-2,0.135062723359556,0.190257436071129,0.32532015943068604,2
TEAD4,FIGLA,TEAD4_FIGLA_3,1,0,-2,14,0.14008330021370902,0.182541798626426,0.322625098840135,-6
TEAD4,FLI1,TEAD4_FLI1,2,0,4,0,0.42636368646322204,0.33297819973587295,0.7593418861990949,10
TEAD4,FOXI1,TEAD4_FOXI1,3,1,6,0,0.199577287668173,0.3714926961394989,0.5710699838076719,1
TEAD4,FOXI1,TEAD4_FOXI1_2,1,0,-1,21,0.142863816427201,0.329435953188278,0.47229976961547904,-12
TEAD4,FOXI1,TEAD4_FOXI1_3,1,0,-1,20,0.206162020189538,0.25780073259887504,0.4639627527884129,-11
TEAD4,FOXI1,TEAD4_FOXI1_4,1,0,-1,19,0.0895180158315208,0.27877528418048697,0.36829330001200805,-10
TEAD4,FOXI1,TEAD4_FOXI1_5,1,0,-1,18,0.202778508351022,0.46204392853355797,0.66482243688458,-9
TEAD4,GATA3,TEAD4_GATA3,4,1,-1,9,0.15271611310023497,0.136172056964471,0.288888170064705,0
TEAD4,GSC2,TEAD4_GSC2,3,1,6,-1,0.309741168119295,0.263567791872905,0.5733089599922,3
TEAD4,HES7,TEAD4_HES7,3,1,10,-2,0.167276393416952,0.45050251250629103,0.6177789059232429,0
TEAD4,HES7,TEAD4_HES7_2,3,1,12,-2,0.19001706634900198,0.443339668308464,0.633356734657466,-2
TEAD4,HES7,TEAD4_HES7_3,1,0,-1,6,0.178304055570369,0.444495962756906,0.6228000183272749,3
TEAD4,HES7,TEAD4_HES7_4,1,0,-1,9,0.14525905983028,0.45510725485423403,0.6003663146845141,0
TEAD4,HOXA13,TEAD4_HOXA13,2,0,4,-1,0.40720647352568606,0.233740196690558,0.640946670216244,6
TEAD4,HOXA13,TEAD4_HOXA13_2,3,1,6,-2,0.22927831687866895,0.331552479411467,0.560830796290136,3
TEAD4,HOXA13,TEAD4_HOXA13_3,1,0,-1,13,0.143352963679159,0.36274374395171205,0.506096707630871,-4
TEAD4,HOXA13,TEAD4_HOXA13_4,4,0,-1,11,0.18443496963453798,0.325111459092698,0.509546428727236,-2
TEAD4,HOXA2,TEAD4_HOXA2,1,0,-1,9,0.157684138253459,0.10328757607116199,0.260971714324621,0
TEAD4,HOXA2,TEAD4_HOXA2_2,1,0,-1,9,0.163413783887973,0.134984813366048,0.29839859725402096,0
TEAD4,HOXA3,TEAD4_HOXA3,1,0,-1,9,0.17582899381933997,0.249108240918888,0.424937234738228,0
TEAD4,HOXA3,TEAD4_HOXA3_2,1,0,-1,9,0.14623179504412803,0.258059786347907,0.40429158139203497,0
TEAD4,HOXB13,TEAD4_HOXB13,4,1,0,3,0.45045082455601604,0.26984521499678304,0.720296039552799,7
TEAD4,HOXB13,TEAD4_HOXB13_2,4,1,0,3,0.496742404633716,0.42003843850676204,0.916780843140478,7
TEAD4,HOXB13,TEAD4_HOXB13_3,3,1,6,-2,0.24415857844445701,0.387567560043943,0.6317261384884001,3
TEAD4,HOXB13,TEAD4_HOXB13_4,4,1,5,8,0.29494135961624,0.627233476944584,0.9221748365608241,7
TEAD4,HOXB13,TEAD4_HOXB13_5,3,1,6,-2,0.205450242556112,0.38656092806263,0.5920111706187421,3
TEAD4,HOXB13,TEAD4_HOXB13_6,4,1,-1,2,0.45704188977265797,0.278475721936132,0.73551761170879,7
TEAD4,MAX,TEAD4_MAX,2,1,6,-2,0.195860031945598,0.12364572314065499,0.31950575508625395,2
TEAD4,MAX,TEAD4_MAX_2,4,0,-1,11,0.124190497896445,0.0258890273333765,0.150079525229822,-2
TEAD4,MAX,TEAD4_MAX_3,1,0,-1,12,0.13697684115074002,0.0453724281018568,0.182349269252596,-3
TEAD4,ONECUT2,TEAD4_ONECUT2,4,0,-1,6,0.164450791816478,0.37367613835689,0.538126930173368,3
TEAD4,PAX5,TEAD4_PAX5,4,0,-1,11,0.192443382179717,0.0867099663634053,0.279153348543122,-2
TEAD4,PITX1,TEAD4_PITX1,4,0,-1,9,0.252381127584975,0.132337773981237,0.384718901566212,0
TEAD4,PITX1,TEAD4_PITX1_2,4,0,-1,10,0.22858359469613002,0.162251698902956,0.39083529359908603,-1
TEAD4,PITX1,TEAD4_PITX1_3,1,0,-1,11,0.17393431585705899,0.127893349334174,0.30182766519123305,-2
TEAD4,PITX1,TEAD4_PITX1_4,1,0,-1,10,0.19329643057096801,0.130973616651546,0.32427004722251396,-1
TEAD4,PITX1,TEAD4_PITX1_5,1,0,-1,10,0.144886829359103,0.0962759077416518,0.241162737100755,-1
TEAD4,RFX5,TEAD4_RFX5,1,0,-1,12,0.127426518897573,0.448238119265925,0.5756646381634979,-3
TEAD4,RFX5,TEAD4_RFX5_2,1,0,-1,13,0.152804716196731,0.460098045704738,0.61290276190147,-4
TEAD4,SOX15,TEAD4_SOX15,2,1,-1,-7,0.19604621531433702,0.440446828860642,0.6364930441749781,9
TEAD4,SOX15,TEAD4_SOX15_2,2,1,-1,-7,0.16770029219193203,0.434583381514375,0.602283673706308,9
TEAD4,SOX6,TEAD4_SOX6,4,1,-1,12,0.16288052696586902,0.154118465528372,0.316998992494241,-3
TEAD4,SPDEF,TEAD4_SPDEF,3,1,5,-1,0.32056016300308,0.39024590481370003,0.71080606781678,5
TEAD4,SPDEF,TEAD4_SPDEF_2,3,1,4,-2,0.287610169623414,0.36885268348991707,0.6564628531133311,5
TEAD4,SPDEF,TEAD4_SPDEF_3,2,1,15,0,0.328177994367632,0.34389082164742896,0.672068816015061,-4
TEAD4,SPIB,TEAD4_SPIB,3,1,6,0,0.35158388355285697,0.19239272820439499,0.543976611757252,8
TEAD4,SPIB,TEAD4_SPIB_2,3,1,6,0,0.288913750838337,0.24900458159134,0.537918332429677,8
TEAD4,TBX21,TEAD4_TBX21,2,0,5,-1,0.36834187768564397,0.270954914235853,0.639296791921497,4
TEAD4,TBX21,TEAD4_TBX21_2,4,1,-1,11,0.160242730488268,0.296653890933242,0.45689662142151,-2
TEAD4,TCF3,TEAD4_TCF3,1,1,0,6,0.38947512965168996,0.210386924028215,0.5998620536799039,4
TFAP2C,DLX3,TFAP2C_DLX3,4,0,1,17,0.34482778272144504,0.14902671291431102,0.493854495635756,-5
TFAP2C,DLX3,TFAP2C_DLX3_2,2,1,12,-1,0.29676508417206104,0.156598090532146,0.453363174704207,-5
TFAP2C,DLX3,TFAP2C_DLX3_3,1,0,0,15,0.33621660395196507,0.137420157770575,0.47363676172253993,-4
TFAP2C,DRGX,TFAP2C_DRGX,4,0,-1,10,0.21615109390099302,0.318761573742042,0.534912667643035,0
TFAP2C,E2F8,TFAP2C_E2F8,2,0,9,0,0.20583068757143502,0.481912835843979,0.6877435234154139,3
TFAP2C,ELK1,TFAP2C_ELK1,3,1,9,0,0.23686085714479896,0.234329924037463,0.471190781182263,1
TFAP2C,ETV7,TFAP2C_ETV7,2,1,16,-2,0.288088336368521,0.261450894958072,0.549539231326593,-7
TFAP2C,HES7,TFAP2C_HES7,3,0,14,-1,0.233911316775557,0.37881608971740505,0.612727406492962,-3
TFAP2C,HES7,TFAP2C_HES7_2,1,1,-1,12,0.232827183333195,0.39971164789581703,0.6325388312290121,-2
TFAP2C,HOXB13,TFAP2C_HOXB13,3,1,8,-2,0.36256324393264794,0.31065828312305,0.6732215270556989,1
TFAP2C,MAX,TFAP2C_MAX,2,1,9,-1,0.23681311972043897,0.072626066611668,0.309439186332107,0
TFAP2C,MAX,TFAP2C_MAX_2,3,1,10,-1,0.233896246333757,0.0845736006106282,0.318469846944385,-1
TFAP2C,MAX,TFAP2C_MAX_3,4,0,1,22,0.213257514650805,0.0456517024298122,0.258909217080618,-10
TFAP2C,MAX,TFAP2C_MAX_4,4,0,1,23,0.23261201997687,0.031095213893904003,0.263707233870773,-11
TFAP2C,ONECUT2,TFAP2C_ONECUT2,2,0,11,-4,0.220241492490018,0.216670904900708,0.43691239739072596,-1
TFAP2C,ONECUT2,TFAP2C_ONECUT2_2,2,0,13,-4,0.20609153892910298,0.308725386145565,0.514816925074668,-3
TFAP2C,ONECUT2,TFAP2C_ONECUT2_3,3,0,14,-2,0.202853141886381,0.332986742022135,0.535839883908516,-2
TFAP2C,ONECUT2,TFAP2C_ONECUT2_4,1,1,1,15,0.22010166622491104,0.324091692902758,0.544193359127668,-3
TFAP4,DLX3,TFAP4_DLX3,4,0,-1,13,0.255525584162642,0.22601062655068804,0.48153621071332997,-4
TFAP4,DLX3,TFAP4_DLX3_2,2,1,12,-1,0.258942169780562,0.179539783630737,0.438481953411299,-5
TFAP4,ETV1,TFAP4_ETV1,2,0,6,0,0.357396530572002,0.26293937052791,0.620335901099912,4
TFAP4,ETV4,TFAP4_ETV4,2,0,6,0,0.355246527184808,0.29830346524817103,0.653549992432979,4
TFAP4,FLI1,TFAP4_FLI1,2,0,6,-8,0.299598681278828,0.5169710607416671,0.8165697420204949,0
TFAP4,MAX,TFAP4_MAX,4,0,-1,10,0.248991016341766,0.0799486725892694,0.328939688931035,-1
TFAP4,MAX,TFAP4_MAX_2,4,0,-1,12,0.209149880300307,0.0882818858924293,0.297431766192737,-3
